source,stream,material,amount (kg/MW),amount (kg/MWh),facility,ore grade,mining waste kg/MW,recycling factor,bib,,,,,,,,,,
gas,back_waste,NOx,127326.6,0.57,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,CO,64110.06,0.287,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,particulates,29709.54,0.133,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,CO2,98287200,440,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,formaldehyde,1943.406,0.0087,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,methane leak,629931.6,2.82,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,benzene,14117.616,0.0632,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,H2S,0.003149658,1.41E-08,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,limestone ,134028,0.6,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
gas,back_waste,iron,134028,0.6,,,,,"n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
coal,back_waste,lime_mining_w,4952769.231,8.555555556,,,,,,"\n\n@ARTICLE{White2000-aw,\n title = \""Birth to death analysis of the energy payback ratio and {CO2} gas\n emission rates from coal, fission, wind, and {DT-fusion}\n electrical power plants\"",\n author = \""White, Scott W and Kulcinski, Gerald L\"",\n abstract = \""The amount of electrical energy produced over the lifetime of\n coal, LWR fission, UP fusion, and wind power plants is compared\n to the total amount of energy required to procure the fuel,\n build, operate, and decommission the power plants. The energy\n payback ratio varies from a low of 11 for coal plants to a high\n of 27 for DT-fusion plants. The magnitude of the energy\n investment and the source of the various energy inputs determine\n the CO2 emission factor. This number varies from a low of 9 to a\n high of 974 tonnes of CO2 per GWeh for DT-fusion and coal plants,\n respectively.\"",\n journal = \""Fusion Eng. Des.\"",\n volume = 48,\n number = 3,\n pages = \""473--481\"",\n month = sep,\n year = 2000,\n keywords = \""Birth to death analysis; Energy payback ratio; CO gas emission\n rates\""\n}\n",,,,,,,,,
coal,back_waste,lime_FGC,1287720,7,,,4952769.231,,FGC waste treatment,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,https://www.researchgate.net/publication/240975778_Ore_grade_estimation_of_a_limestone_deposit_in_India_using_an_Artificial_Neural_Network,,,,,,
coal,back_waste,limestone ,16556400,90,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,,,,,,,
coal,back_waste,antimony,0.754236,0.0000041,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039251,,,,,,
coal,back_waste,arsenic,9.01404,0.000049,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039252,,,,,,
coal,back_waste,barium,2.39148,0.000013,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039253,,,,,,
coal,back_waste,beryllium,0.294336,0.0000016,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039254,,,,,,
coal,back_waste,boron,3127.32,0.017,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039255,,,,,,
coal,back_waste,cadmium,0.754236,0.0000041,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039256,,,,,,
coal,back_waste,chromium,10.85364,0.000059,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039257,,,,,,
coal,back_waste,cobalt,1.269324,0.0000069,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039258,,,,,,
coal,back_waste,copper,4.23108,0.000023,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039259,,,,,,
coal,back_waste,lead,5.5188,0.00003,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039260,,,,,,
coal,back_waste,manganese,7910.28,0.043,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039261,,,,,,
coal,back_waste,mercury,6.80652,0.000037,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039262,,,,,,
coal,back_waste,molybdenum,6.99048,0.000038,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039263,,,,,,
coal,back_waste,nickel,10.66968,0.000058,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039264,,,,,,
coal,back_waste,selenium,75.4236,0.00041,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039265,,,,,,
coal,back_waste,vanadium,16.18848,0.000088,,,,,,https://www.nrel.gov/docs/fy99osti/25119.pdf,,,tandfonline.com/doi/pdf/10.1080/17583004.2015.1039266,,,,,,
coal,back_waste,CO2,188007120,1022,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,SOx,1177344,6.4,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,ash,4726484.28,25.693,,,,assuming that 28% recovered,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,NOx,559054.44,3.039,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,CO,24650.64,0.134,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,particulates,24834.6,0.135,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,VOC,2943.36,0.016,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,FGC,11773440,64,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
coal,back_waste,coal_mining_w,316977230.8,1723.076923,,,,,,"\n@BOOK{National_Research_Council2007-jo,\n title = {Coal: Research and Development to Support National Energy Policy},\n author = {National Research Council and Division on Earth, Life\n Studies and Board on Earth Sciences and Resources,\n Committee on Coal Research, Technology, and Resource\n Assessments to Inform Energy Policy},\n publisher = {National Academies Press},\n chapter = {6},\n year = {2007}}""",,,,,,,,,
wind,back_waste,lubricant,3304,0.07543379,,-,,,,https://link.springer.com/article/10.1007/s10098-019-01678-16,,,,,,,,,
solar,back_waste,polyamide,485,0.012303399,,,,,https://www.ise.fraunhofer.de/content/dam/ise/en/documents/publications/studies/recent-facts-about-photovoltaics-in-germany.pdf,https://news.energysage.com/average-solar-panel-size-weight/,,,,,,,,,
solar,back_waste,polyester,300,0.00761035,,,,,https://www.ise.fraunhofer.de/content/dam/ise/en/documents/publications/studies/recent-facts-about-photovoltaics-in-germany.pdf,https://news.energysage.com/average-solar-panel-size-weight/,,,,,,,,,
solar,back_waste,polyethylene,150,0.003805175,,,,,https://www.ise.fraunhofer.de/content/dam/ise/en/documents/publications/studies/recent-facts-about-photovoltaics-in-germany.pdf,https://news.energysage.com/average-solar-panel-size-weight/,,,,,,,,,
solar,back_waste,vegetable_oil ,6001,0.152232369,,,,,https://www.ise.fraunhofer.de/content/dam/ise/en/documents/publications/studies/recent-facts-about-photovoltaics-in-germany.pdf,https://news.energysage.com/average-solar-panel-size-weight/,,,,,,,,,
nuclear,back_waste,natural_uranium,14250,0.030124302,,,,,,https://www.osti.gov/servlets/purl/4284861,,,,,,,,,
nuclear,back_waste,fission_prod,712.5,0.001506215,,,,,,https://www.osti.gov/servlets/purl/4284861,,,,,,,,,
nuclear,back_waste,zirconium,804.168,0.0017,,,,,,https://www.osti.gov/servlets/purl/4284862,,,,,,,,,
nuclear,back_waste,iron,30274.56,0.064,,,,,,https://www.osti.gov/servlets/purl/4284863,,,,,,,,,
nuclear,back_waste,gadolinium,2.8713528,0.00000607,,,,,,https://www.osti.gov/servlets/purl/4284864,,,,,,,,,
gas,front_waste,coal,1546477,6.923077267,,,,,"\n@TECHREPORT{Spath2000-qg,\n title = \""Life cycle assessment of a natural gas combined cycle power\n generation system\"",\n author = \""Spath, P L and Mann, M K\"",\n abstract = \""The U.S. Department of Energy's Office of Scientific and\n Technical Information\"",\n publisher = \""Office of Scientific and Technical Information (OSTI)\"",\n number = \""NREL/TP-570-27715\"",\n institution = \""National Renewable Energy Lab. (NREL), Golden, CO (United\n States)\"",\n month = dec,\n year = 2000,\n keywords = \"" natural gas; energy conservation, consumption, and\n utilization; combined cycles; electric power; electricity;\n heating; life cycle; natural gas; power generation;\n production; steam; life cycle assessment, natural gas, power\n plant\"",\n language = \""en\""\n}\n",,,,,,,,,,
